Taxa	GO	Description	cooccurrence_Non-HIV	cooccurrence_Pre-HIV	cor_Non-HIV	cor_Pre-HIV	diff_cor	p	sign	Ontology	Definition
s__Veillonella_rogosae	GO:0008168	methyltransferase activity	139	78	-0.329	0.043	0.373	0.00737826853252144	Non-HIV-	MF	Catalysis of the transfer of a methyl group to an acceptor molecule.
s__Streptococcus_sp._F0442	GO:0048500	signal recognition particle	140	78	-0.066	0.309	0.374	0.00738420505881909	Pre-HIV+	CC	A complex of protein and RNA which facilitates translocation of proteins across membranes.
s__Candidatus_Nanosynbacter_sp._HMT_352	GO:0006468	protein phosphorylation	98	56	0.339	-0.106	0.445	0.00742011587869462	Non-HIV+	BP	The process of introducing a phosphate group on to a protein.
s__Haemophilus_parainfluenzae	GO:0051301	cell division	143	77	-0.524	-0.195	0.329	0.00743981171771591	Non-HIV-	BP	The process resulting in division and partitioning of components of a cell to form more cells; may or may not be accompanied by the physical separation of a cell into distinct, individually membrane-bounded daughter cells.
s__Veillonella_sp._oral_taxon_158	GO:0003887	DNA-directed DNA polymerase activity	141	76	-0.377	-0.01	0.367	0.00748570952827654	Non-HIV-	MF	Catalysis of the reaction: deoxynucleoside triphosphate + DNA(n) = diphosphate + DNA(n+1); the synthesis of DNA from deoxyribonucleotide triphosphates in the presence of a DNA template and a 3'hydroxyl group.
s__Veillonella_rogosae	GO:0008448	N-acetylglucosamine-6-phosphate deacetylase activity	138	75	-0.336	0.041	0.377	0.00749368305695897	Non-HIV-	MF	Catalysis of the reaction: N-acetyl-D-glucosamine 6-phosphate + H2O = D-glucosamine 6-phosphate + acetate.
s__Granulicatella_adiacens	GO:0004350	glutamate-5-semialdehyde dehydrogenase activity	141	75	0.085	0.442	0.356	0.00750104140372598	Pre-HIV+	MF	Catalysis of the reaction: L-glutamate 5-semialdehyde + NADP(+) + phosphate = L-glutamyl 5-phosphate + H(+) + NADPH.
s__Granulicatella_adiacens	GO:0016874	ligase activity	141	76	0.379	0.012	0.367	0.00750519228653523	Non-HIV+	MF	Catalysis of the joining of two substances, or two groups within a single molecule, with the concomitant hydrolysis of the diphosphate bond in ATP or a similar triphosphate.
s__Streptococcus_sp._HMSC061D10	GO:0022857	transmembrane transporter activity	143	77	-0.07	0.304	0.374	0.00751164143585936	Pre-HIV+	MF	Enables the transfer of a substance, usually a specific substance or a group of related substances, from one side of a membrane to the other.
s__Veillonella_sp._S13053_19	GO:0006261	DNA-dependent DNA replication	138	75	-0.326	0.051	0.377	0.0075491077149914	Non-HIV-	BP	A DNA replication process that uses parental DNA as a template for the DNA-dependent DNA polymerases that synthesize the new strands.
s__Haemophilus_parainfluenzae	GO:0008649	rRNA methyltransferase activity	143	77	-0.352	0.017	0.368	0.00755773467304066	Non-HIV-	MF	Catalysis of the transfer of a methyl group from S-adenosyl-L-methionine to a nucleoside residue in an rRNA molecule.
s__Veillonella_sp._CLA_AA_H247	GO:0043743	LPPG:FO 2-phospho-L-lactate transferase activity	133	73	-0.03	0.35	0.381	0.00755960532398214	Pre-HIV+	MF	Catalysis of the reaction: 7,8-didemethyl-8-hydroxy-5-deazariboflavin + lactyl-2-diphospho-5'-guanosine = coenzyme F420-0 + GMP.
s__Veillonella_nakazawae	GO:0008134	transcription factor binding	132	72	-0.032	-0.405	0.373	0.00759872904645342	Pre-HIV-	MF	Interacting selectively and non-covalently with a transcription factor, any protein required to initiate or regulate transcription.
s__Candidatus_Nanosynbacter_sp._TM7_057	GO:0046961	proton-transporting ATPase activity, rotational mechanism	93	54	0.038	-0.404	0.442	0.00771445236725499	Pre-HIV-	MF	Enables the transfer of protons from one side of a membrane to the other according to the reaction: ATP + H2O + H+(in) = ADP + phosphate + H+(out), by a rotational mechanism.
s__Haemophilus_parainfluenzae	GO:0015914	phospholipid transport	129	65	0.551	0.204	0.347	0.00773475944131885	Non-HIV+	BP	The directed movement of phospholipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Phospholipids are any lipids containing phosphoric acid as a mono- or diester.
s__Streptococcus_sp._Marseille_Q6470	GO:0009002	serine-type D-Ala-D-Ala carboxypeptidase activity	140	75	0.39	0.024	0.366	0.00773865720551914	Non-HIV+	MF	Catalysis of the reaction: (Ac)2-L-Lys-D-alanyl-D-alanine + H2O = (Ac)2-L-Lys-D-alanine + D-alanine.
s__Gemella_sanguinis	GO:0000107	imidazoleglycerol-phosphate synthase activity	135	73	0.047	-0.333	0.38	0.00775290403965423	Pre-HIV-	MF	Catalysis of the reaction: phosphoribulosylformimino-AICAR-P + L-glutamine = D-erythro-imidazole-glycerol-phosphate + aminoimidazole carboxamide ribonucleotide + L-glutamate + 2 H(+).
s__Veillonella_sp._oral_taxon_158	GO:0008310	single-stranded DNA 3'-5' exodeoxyribonuclease activity	126	61	0.305	-0.109	0.414	0.0077584020835022	Non-HIV+	MF	Catalysis of the sequential cleavage of mononucleotides from a free 3' terminus of a single-stranded DNA molecule.
s__Veillonella_sp._S13053_19	GO:0045312	nor-spermidine biosynthetic process	122	65	-0.348	0.053	0.402	0.00778112090976446	Non-HIV-	BP	The chemical reactions and pathways resulting in the formation of nor-spermidine, a compound related to spermidine, N-(3-aminopropyl)-1,4-diaminobutane.
s__Prevotella_melaninogenica	GO:0043213	bacteriocin transport	140	73	-0.302	0.079	0.381	0.00779396174073343	Non-HIV-	BP	The directed movement of a bacteriocin into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Bacteriocins are a group of antibiotics produced by bacteria and are encoded by a group of naturally occurring plasmids, e.g. Col E1. Bacteriocins are toxic to bacteria closely related to the bacteriocin producing strain.
s__Gemella_sanguinis	GO:0046912	transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer	140	77	0.071	-0.303	0.374	0.00779874087548249	Pre-HIV-	MF	Catalysis of the transfer of an acyl group from one compound (donor) to another (acceptor), with the acyl group being converted into alkyl on transfer.
s__Veillonella_nakazawae	GO:0043953	protein transport by the Tat complex	136	75	-0.105	-0.458	0.353	0.00780657283259933	Pre-HIV-	BP	The process in which folded proteins are transported across cytoplasmic membranes of bacteria and membranes of organelles derived from bacteria (chloroplasts and mitochondria) by the TAT complex.
s__Abiotrophia_sp._HMSC24B09	GO:0045150	acetoin catabolic process	88	44	0.101	-0.383	0.484	0.00787146358166657	Pre-HIV-	BP	The chemical reactions and pathways resulting in the breakdown of acetoin, 3-hydroxy-2-butanone.
s__Abiotrophia_sp._HMSC24B09	GO:0019152	acetoin dehydrogenase activity	88	44	0.101	-0.383	0.484	0.00787146358166724	Pre-HIV-	MF	Catalysis of the reaction: acetoin + NAD+ = diacetyl + NADH + H+.
s__Neisseria_meningitidis	GO:0006164	purine nucleotide biosynthetic process	135	74	-0.515	-0.176	0.339	0.00788016782162648	Non-HIV-	BP	The chemical reactions and pathways resulting in the formation of a purine nucleotide, a compound consisting of nucleoside (a purine base linked to a deoxyribose or ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar.
s__Solobacterium_moorei	GO:0016209	antioxidant activity	93	59	0.201	0.575	0.375	0.00789789016657205	Pre-HIV+	MF	Inhibition of the reactions brought about by dioxygen (O2) or peroxides. Usually the antioxidant is effective because it can itself be more easily oxidized than the substance protected. The term is often applied to components that can trap free radicals, thereby breaking the chain reaction that normally leads to extensive biological damage.
s__Lachnoanaerobaculum_saburreum	GO:0019941	modification-dependent protein catabolic process	112	57	0.336	-0.092	0.428	0.00790649006016575	Non-HIV+	BP	The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent modification of the target protein.
s__Haemophilus_parahaemolyticus	GO:0006796	phosphate-containing compound metabolic process	128	71	-0.052	0.335	0.387	0.00791377675948302	Pre-HIV+	BP	The chemical reactions and pathways involving the phosphate group, the anion or salt of any phosphoric acid.
s__Veillonella_nakazawae	GO:0042301	phosphate ion binding	134	73	-0.067	0.315	0.382	0.00792670888908509	Pre-HIV+	MF	Interacting selectively and non-covalently with phosphate.
s__Haemophilus_parainfluenzae	GO:0006281	DNA repair	143	77	-0.481	-0.142	0.339	0.00793453931753185	Non-HIV-	BP	The process of restoring DNA after damage. Genomes are subject to damage by chemical and physical agents in the environment (e.g. UV and ionizing radiations, chemical mutagens, fungal and bacterial toxins, etc.) and by free radicals or alkylating agents endogenously generated in metabolism. DNA is also damaged because of errors during its replication. A variety of different DNA repair pathways have been reported that include direct reversal, base excision repair, nucleotide excision repair, photoreactivation, bypass, double-strand break repair pathway, and mismatch repair pathway.
s__Veillonella_sp._oral_taxon_158	GO:0004479	methionyl-tRNA formyltransferase activity	141	75	-0.326	0.047	0.373	0.00801354317381664	Non-HIV-	MF	Catalysis of the reaction: 10-formyltetrahydrofolate + L-methionyl-tRNA + H2O = tetrahydrofolate + N-formylmethionyl-tRNA.
s__Prevotella_histicola	GO:0008311	double-stranded DNA 3'-5' exodeoxyribonuclease activity	131	74	0.079	-0.303	0.382	0.00802588145988592	Pre-HIV-	MF	Catalysis of the sequential cleavage of mononucleotides from a free 3' terminus of a double-stranded DNA molecule.
s__Lachnoanaerobaculum_saburreum	GO:0010498	proteasomal protein catabolic process	112	57	0.336	-0.092	0.427	0.00802991113382068	Non-HIV+	BP	The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds that is mediated by the proteasome.
s__Streptococcus_sp._oral_taxon_061	GO:0070205	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase activity	125	63	-0.17	-0.529	0.359	0.0080821660259589	Pre-HIV-	MF	Catalysis of the reaction: 5-enolpyruvoyl-6-hydroxy-2-succinyl-cyclohex-3-ene-1-carboxylate = (1R,6R)-2-succinyl-6-hydroxycyclohexa-2,4-diene-1-carboxylate + pyruvate.
s__Candidatus_Nanosynbacter_sp._HMT_352	GO:0004177	aminopeptidase activity	98	57	0.326	-0.113	0.439	0.00809691292621051	Non-HIV+	MF	Catalysis of the hydrolysis of N-terminal amino acid residues from in a polypeptide chain.
s__Peptostreptococcus_stomatis	GO:0006801	superoxide metabolic process	100	51	-0.07	0.378	0.447	0.00810406251191043	Pre-HIV+	BP	The chemical reactions and pathways involving superoxide, the superoxide anion O2- (superoxide free radical), or any compound containing this species.
s__Streptococcus_vestibularis	GO:0009306	protein secretion	143	78	-0.402	-0.047	0.355	0.00810683423571357	Non-HIV-	BP	The controlled release of proteins from a cell.
s__Veillonella_nakazawae	GO:0045281	succinate dehydrogenase complex	127	66	-0.045	-0.426	0.381	0.00813336121002584	Pre-HIV-	CC	A multimeric complex which consists of flavoprotein (subunit A ; InterPro:IPR003952), iron-sulfur protein (subunit B) and membrane-bound cytochrome b560 (subunit C; InterPro:IPR000701). In some Archaea, the membrane-bound subunits (C or C and D) do not necessarily contain heme. Membrane-bound subunits can bind or react with quinones.
s__Neisseria_mucosa	GO:0004557	alpha-galactosidase activity	124	65	-0.32	0.082	0.401	0.00813876485319232	Non-HIV-	MF	Catalysis of the hydrolysis of terminal, non-reducing alpha-D-galactose residues in alpha-D-galactosides, including galactose oligosaccharides, galactomannans and galactohydrolase.
s__Candidatus_Nanosynbacter_sp._TM7_076	GO:0016852	sirohydrochlorin cobaltochelatase activity	87	52	0.37	-0.087	0.457	0.00814776529287142	Non-HIV+	MF	Catalysis of the reaction: sirohydrochlorin + Co2+ = cobalt-sirohydrochlorin + 2 H+.
s__Candidatus_Nanosynbacter_sp._TM7_076	GO:0019251	anaerobic cobalamin biosynthetic process	87	52	0.37	-0.087	0.457	0.00814776529287164	Non-HIV+	BP	The chemical reactions and pathways resulting in the formation of cobalamin (vitamin B12) in the absence of oxygen.
s__Streptococcus_oralis	GO:0036211	protein modification process	145	78	0.523	0.201	0.323	0.00815186796935219	Non-HIV+	BP	The covalent alteration of one or more amino acids occurring in proteins, peptides and nascent polypeptides (co-translational, post-translational modifications). Includes the modification of charged tRNAs that are destined to occur in a protein (pre-translation modification).
s__Oribacterium_sinus	GO:0008774	acetaldehyde dehydrogenase (acetylating) activity	102	49	0.139	-0.321	0.459	0.00815716715042614	Pre-HIV-	MF	Catalysis of the reaction: acetaldehyde + CoA + NAD+ = acetyl-CoA + NADH + H+.
s__Streptococcus_sp._HMSC061D10	GO:0004151	dihydroorotase activity	142	77	-0.067	0.304	0.371	0.00816718523489945	Pre-HIV+	MF	Catalysis of the reaction: (S)-dihydroorotate + H(2)O = N-carbamoyl-L-aspartate + H(+).
s__Actinomyces_sp._ICM58	GO:0006278	RNA-dependent DNA biosynthetic process	106	58	0.082	-0.345	0.427	0.00817151887930256	Pre-HIV-	BP	A DNA biosynthetic process that uses RNA as a template for RNA-dependent DNA polymerases (e.g. reverse transcriptase) that synthesize the new strand.
s__Actinomyces_sp._ICM58	GO:0003964	RNA-directed DNA polymerase activity	106	58	0.082	-0.345	0.427	0.00817151887930656	Pre-HIV-	MF	Catalysis of the reaction: deoxynucleoside triphosphate + DNA(n) = diphosphate + DNA(n+1). Catalyzes RNA-template-directed extension of the 3'- end of a DNA strand by one deoxynucleotide at a time.
s__Veillonella_dispar	GO:0009253	peptidoglycan catabolic process	143	77	-0.051	0.318	0.369	0.00817901201322146	Pre-HIV+	BP	The chemical reactions and pathways resulting in the breakdown of peptidoglycans, any of a class of glycoconjugates found in bacterial cell walls.
s__Streptococcus_timonensis	GO:0008987	quinolinate synthetase A activity	133	69	-0.036	-0.41	0.374	0.00820589187353882	Pre-HIV-	MF	Catalysis of the reaction: iminoaspartate + dihydroxy-acetone-phosphate = quinolinate + 2 H2O + phosphate.
s__Veillonella_sp._CLA_AA_H247	GO:0008998	ribonucleoside-triphosphate reductase activity	134	73	-0.029	0.347	0.376	0.00820850681531948	Pre-HIV+	MF	Catalysis of the reaction: 2'-deoxyribonucleoside triphosphate + thioredoxin disulfide + H2O = ribonucleoside triphosphate + thioredoxin.
s__Haemophilus_parainfluenzae	GO:0009982	pseudouridine synthase activity	143	77	-0.435	-0.086	0.349	0.00823435148546126	Non-HIV-	MF	Catalysis of the reaction: RNA uridine = RNA pseudouridine. Conversion of uridine in an RNA molecule to pseudouridine by rotation of the C1'-N-1 glycosidic bond of uridine in RNA to a C1'-C5.
s__Veillonella_sp._S13053_19	GO:0000162	tryptophan biosynthetic process	138	75	-0.361	0.007	0.368	0.00823628670379462	Non-HIV-	BP	The chemical reactions and pathways resulting in the formation of tryptophan, the chiral amino acid 2-amino-3-(1H-indol-3-yl)propanoic acid; tryptophan is synthesized from chorismate via anthranilate.
s__Veillonella_sp._S13053_19	GO:0004731	purine-nucleoside phosphorylase activity	138	75	-0.306	0.07	0.375	0.00826463556229018	Non-HIV-	MF	Catalysis of the reaction: purine nucleoside + phosphate = purine + alpha-D-ribose 1-phosphate.
s__Veillonella_sp._S13053_19	GO:0006310	DNA recombination	138	75	-0.318	0.056	0.374	0.00827765088240562	Non-HIV-	BP	Any process in which a new genotype is formed by reassortment of genes resulting in gene combinations different from those that were present in the parents. In eukaryotes genetic recombination can occur by chromosome assortment, intrachromosomal recombination, or nonreciprocal interchromosomal recombination. Interchromosomal recombination occurs by crossing over. In bacteria it may occur by genetic transformation, conjugation, transduction, or F-duction.
s__Streptococcus_rubneri	GO:0004642	phosphoribosylformylglycinamidine synthase activity	140	74	0.007	0.374	0.367	0.00831601930161763	Pre-HIV+	MF	Catalysis of the reaction: N(2)-formyl-N(1)-(5-phospho-D-ribosyl)glycinamide + L-glutamine + ATP + H(2)O = 2-(formamido)-N(1)-(5-phospho-D-ribosyl)acetamidine + L-glutamate + ADP + 2 H(+) + phosphate.
s__Streptococcus_anginosus	GO:0003934	GTP cyclohydrolase I activity	144	78	0.366	0.007	0.359	0.00833504476912883	Non-HIV+	MF	Catalysis of the reaction: GTP + H2O = formate + 7,8-dihydroneopterin 3'-triphosphate.
s__Prevotella_vespertina	GO:0008685	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity	108	62	0.385	-0.023	0.408	0.00833985374816226	Non-HIV+	MF	Catalysis of the reaction: 4-CDP-2-C-methyl-D-erythritol 2-phosphate = 2-C-methyl-D-erythritol 2,4-cyclic diphosphate + CMP.
s__Neisseria_meningitidis	GO:0042834	peptidoglycan binding	135	72	0.592	0.281	0.311	0.00840516676586622	Non-HIV+	MF	Interacting selectively and non-covalently, in a non-covalent manner, with peptidoglycan, any of a class of glycoconjugates found in bacterial cell walls.
s__Haemophilus_parainfluenzae	GO:0004644	phosphoribosylglycinamide formyltransferase activity	143	77	-0.34	0.025	0.365	0.00841783109915606	Non-HIV-	MF	Catalysis of the reaction: 10-formyltetrahydrofolate + N1-(5-phospho-D-ribosyl)glycinamide = tetrahydrofolate + N2-formyl-N1-(5-phospho-D-ribosyl)glycinamide.
s__Veillonella_nakazawae	GO:0045982	negative regulation of purine nucleobase metabolic process	137	73	-0.002	0.369	0.37	0.00842659171245463	Pre-HIV+	BP	Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving purine nucleobases.
s__Streptococcus_vestibularis	GO:0043822	ribonuclease M5 activity	140	77	0.431	0.08	0.35	0.00845511455294679	Non-HIV+	MF	Catalysis of the endonucleolytic cleavage of RNA, removing 21 and 42 nucleotides, respectively, from the 5'- and 3'-termini of a 5S-rRNA precursor.
s__Haemophilus_parainfluenzae	GO:0046835	carbohydrate phosphorylation	142	74	-0.391	-0.029	0.362	0.00846209441243984	Non-HIV-	BP	The process of introducing a phosphate group into a carbohydrate, any organic compound based on the general formula Cx(H2O)y.
s__Haemophilus_parainfluenzae	GO:0004335	galactokinase activity	142	74	-0.391	-0.029	0.362	0.00846209441244805	Non-HIV-	MF	Catalysis of the reaction: D-galactose + ATP = alpha-D-galactose 1-phosphate + ADP + 2 H(+).
s__Veillonella_rogosae	GO:0008961	phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity	139	78	-0.354	0.008	0.363	0.00847463785317593	Non-HIV-	MF	Catalysis of the transfer of the diacylglyceryl group from phosphatidylglycerol to the sulfhydryl group of the prospective N-terminal cysteine residue in an unmodified prolipoprotein.
s__Streptococcus_oralis	GO:0008299	isoprenoid biosynthetic process	145	78	0.311	-0.054	0.365	0.00848718913215518	Non-HIV+	BP	The chemical reactions and pathways resulting in the formation of any isoprenoid compound, isoprene (2-methylbuta-1,3-diene) or compounds containing or derived from linked isoprene (3-methyl-2-butenylene) residues.
s__Streptococcus_vestibularis	GO:0009098	leucine biosynthetic process	143	78	0.316	-0.05	0.365	0.00848793510958501	Non-HIV+	BP	The chemical reactions and pathways resulting in the formation of leucine, 2-amino-4-methylpentanoic acid.
s__Veillonella_rogosae	GO:0004818	glutamate-tRNA ligase activity	139	78	-0.357	0.006	0.362	0.00850030608007657	Non-HIV-	MF	Catalysis of the reaction: ATP + L-glutamate + tRNA(Glu) = AMP + diphosphate + L-glutamyl-tRNA(Glu).
s__Veillonella_sp._CLA_AA_H247	GO:0022904	respiratory electron transport chain	132	73	-0.072	-0.432	0.36	0.00850699566835322	Pre-HIV-	BP	A process in which a series of electron carriers operate together to transfer electrons from donors such as NADH and FADH2 to any of several different terminal electron acceptors to generate a transmembrane electrochemical gradient.
s__Veillonella_sp._S13053_19	GO:0009116	nucleoside metabolic process	138	75	-0.337	0.034	0.37	0.00851520238181269	Non-HIV-	BP	The chemical reactions and pathways involving a nucleoside, a nucleobase linked to either beta-D-ribofuranose (a ribonucleoside) or 2-deoxy-beta-D-ribofuranose, (a deoxyribonucleoside), e.g. adenosine, guanosine, inosine, cytidine, uridine and deoxyadenosine, deoxyguanosine, deoxycytidine and thymidine (= deoxythymidine).
s__Candidatus_Nanosynbacter_sp._HMT_352	GO:0004672	protein kinase activity	98	57	0.32	-0.115	0.436	0.00855147807129319	Non-HIV+	MF	Catalysis of the phosphorylation of an amino acid residue in a protein, usually according to the reaction: a protein + ATP = a phosphoprotein + ADP.
s__Streptococcus_salivarius	GO:1902600	proton transmembrane transport	145	78	0.433	0.088	0.345	0.00857804274105334	Non-HIV+	BP	The directed movement of a proton across a membrane.
s__Veillonella_sp._oral_taxon_158	GO:0004638	phosphoribosylaminoimidazole carboxylase activity	141	74	-0.329	0.043	0.371	0.00860130965491424	Non-HIV-	MF	Catalysis of the reaction: 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate + 2 H(+) = 5-amino-1-(5-phospho-D-ribosyl)imidazole + CO(2).
s__Veillonella_parvula	GO:0008379	thioredoxin peroxidase activity	143	76	-0.218	-0.538	0.32	0.00861093978543304	Pre-HIV-	MF	Catalysis of the reaction: thioredoxin + hydrogen peroxide = thioredoxin disulfide + H2O.
s__Veillonella_sp._S13053_19	GO:0004735	pyrroline-5-carboxylate reductase activity	138	75	-0.334	0.036	0.37	0.00861251287400377	Non-HIV-	MF	Catalysis of the reaction: L-proline + NADP+ = 1-pyrroline-5-carboxylate + NADPH + H+.
s__Veillonella_rogosae	GO:0036211	protein modification process	139	78	-0.339	0.024	0.363	0.00867460365664741	Non-HIV-	BP	The covalent alteration of one or more amino acids occurring in proteins, peptides and nascent polypeptides (co-translational, post-translational modifications). Includes the modification of charged tRNAs that are destined to occur in a protein (pre-translation modification).
s__Veillonella_atypica	GO:0006546	glycine catabolic process	140	75	0.03	-0.338	0.368	0.00867552355385115	Pre-HIV-	BP	The chemical reactions and pathways resulting in the breakdown of glycine, aminoethanoic acid.
s__Streptococcus_sp._343_SSPC	GO:0009408	response to heat	134	70	-0.022	0.356	0.378	0.00867567569241512	Pre-HIV+	BP	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a heat stimulus, a temperature stimulus above the optimal temperature for that organism.
s__Veillonella_dispar	GO:0006772	thiamine metabolic process	143	76	-0.305	0.063	0.369	0.00868693733897952	Non-HIV-	BP	The chemical reactions and pathways involving thiamine (vitamin B1), a water soluble vitamin present in fresh vegetables and meats, especially liver.
s__Fusobacterium_pseudoperiodonticum	GO:0016993	precorrin-8X methylmutase activity	111	54	0.003	-0.416	0.419	0.00868985648003595	Pre-HIV-	MF	Catalysis of the reaction: precorrin-8X = hydrogenobyrinate.
s__Candidatus_Nanosynbacter_sp._TM7_075	GO:0005990	lactose catabolic process	96	49	0.028	-0.418	0.446	0.00871441111286475	Pre-HIV-	BP	The chemical reactions and pathways resulting in the breakdown of lactose, the disaccharide galactopyranosyl-glucose.
s__Candidatus_Nanosynbacter_sp._TM7_075	GO:0050044	galactose-6-phosphate isomerase activity	96	49	0.028	-0.418	0.446	0.00871441111286519	Pre-HIV-	MF	Catalysis of the reaction: D-galactose 6-phosphate = D-tagatose 6-phosphate.
s__Streptococcus_oralis	GO:0004594	pantothenate kinase activity	145	78	0.306	-0.058	0.364	0.00873425670332639	Non-HIV+	MF	Catalysis of the reaction: ATP + pantothenate = ADP + D-4'-phosphopantothenate.
s__Veillonella_sp._CLA_AA_H247	GO:0031012	extracellular matrix	134	73	0.023	0.389	0.366	0.00875921892156772	Pre-HIV+	CC	A structure lying external to one or more cells, which provides structural support for cells or tissues.
s__Candidatus_Nanosynbacter_sp._HMT_352	GO:0004400	histidinol-phosphate transaminase activity	94	54	-0.129	0.317	0.446	0.00877080917166273	Pre-HIV+	MF	Catalysis of the reaction: L-histidinol-phosphate + 2-oxoglutarate = 3-(imidazol-4-yl)-2-oxopropyl phosphate + L-glutamate.
s__Candidatus_Nanosynbacter_sp._TM7_075	GO:0006528	asparagine metabolic process	96	50	0.123	-0.332	0.455	0.00877433963102003	Pre-HIV-	BP	The chemical reactions and pathways involving asparagine, 2-amino-3-carbamoylpropanoic acid.
s__Peptostreptococcus_stomatis	GO:0000160	phosphorelay signal transduction system	100	51	-0.065	0.377	0.442	0.00881570906622442	Pre-HIV+	BP	A conserved series of molecular signals found in prokaryotes and eukaryotes; involves autophosphorylation of a histidine kinase and the transfer of the phosphate group to an aspartate that then acts as a phospho-donor to response regulator proteins.
s__Prevotella_histicola	GO:0001000	bacterial-type RNA polymerase core enzyme binding	120	63	0.396	0.003	0.393	0.00881873557067925	Non-HIV+	MF	Interacting selectively and non-covalently with the bacterial-type RNA polymerase core enzyme, typically consisting of two alpha, one beta, one beta prime, and one omega subunit.
s__Veillonella_nakazawae	GO:1990610	acetolactate synthase regulator activity	138	75	0.073	0.426	0.353	0.00884351681532025	Pre-HIV+	MF	Binds to and modulates the activity of acetolactate synthase.
s__Veillonella_atypica	GO:0015771	trehalose transport	88	51	0.027	0.462	0.435	0.00885175159397344	Pre-HIV+	BP	The directed movement of trehalose into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Trehalose is a disaccharide isomeric with sucrose and obtained from certain lichens and fungi.
s__Veillonella_atypica	GO:0015574	trehalose transmembrane transporter activity	88	51	0.027	0.462	0.435	0.00885175159397922	Pre-HIV+	MF	Enables the transfer of trehalose from one side of a membrane to the other. Trehalose is the disaccharide alpha-D-glucopyranosyl-alpha-D-glucopyranoside that acts of a reserve carbohydrate in certain fungi, algae and lichens.
s__Streptococcus_vestibularis	GO:0009156	ribonucleoside monophosphate biosynthetic process	143	78	0.397	0.045	0.352	0.00887003830010236	Non-HIV+	BP	The chemical reactions and pathways resulting in the formation of a ribonucleoside monophosphate, a compound consisting of a nucleobase linked to a ribose sugar esterified with phosphate on the sugar.
s__Fusobacterium_periodonticum	GO:0000902	cell morphogenesis	113	55	0.373	-0.049	0.422	0.00887636996919294	Non-HIV+	BP	The developmental process in which the size or shape of a cell is generated and organized.
s__Veillonella_sp._CLA_AA_H247	GO:0005507	copper ion binding	132	73	-0.025	-0.391	0.366	0.00896048994520626	Pre-HIV-	MF	Interacting selectively and non-covalently with copper (Cu) ions.
s__Prevotella_nanceiensis	GO:0006783	heme biosynthetic process	120	71	-0.319	0.068	0.387	0.00896664859162621	Non-HIV-	BP	The chemical reactions and pathways resulting in the formation of heme, any compound of iron complexed in a porphyrin (tetrapyrrole) ring, from less complex precursors.
s__Streptococcus_vestibularis	GO:0004810	tRNA adenylyltransferase activity	143	78	0.364	0.008	0.356	0.0089699428554233	Non-HIV+	MF	Catalysis of the reaction: ATP + tRNA(n) = diphosphate + tRNA(n+1).
s__Haemophilus_parainfluenzae	GO:0008643	carbohydrate transport	143	77	-0.457	-0.118	0.339	0.00898873678125356	Non-HIV-	BP	The directed movement of carbohydrate into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Carbohydrates are any of a group of organic compounds based of the general formula Cx(H2O)y.
s__Candidatus_Nanosynbacter_sp._TM7_057	GO:0110001	toxin-antitoxin complex	82	46	-0.127	0.351	0.479	0.0090027452395256	Pre-HIV+	CC	A bacterial protein complex that neutralises its own toxin by complexing the toxin with the antitoxin. The antitoxin can be either a protein or an RNA. The neutralising toxin-antitoxin complex also acts as a transcriptional repressor of the toxin-antitoxin operon.
s__Haemophilus_parainfluenzae	GO:0034618	arginine binding	143	77	-0.493	-0.164	0.33	0.00903637338427932	Non-HIV-	MF	Interacting selectively and non-covalently with 2-amino-5-(carbamimidamido)pentanoic acid.
s__Veillonella_rogosae	GO:0045910	negative regulation of DNA recombination	128	66	-0.318	0.074	0.392	0.00907471886010658	Non-HIV-	BP	Any process that stops, prevents, or reduces the frequency, rate or extent of DNA recombination.
s__Gemella_haemolysans	GO:0009014	succinyl-diaminopimelate desuccinylase activity	132	65	0.045	-0.344	0.389	0.00907683163993567	Pre-HIV-	MF	Catalysis of the reaction: N-succinyl-LL-2,6-diaminopimelate + H(2)O = LL-2,6-diaminopimelate + succinate.
s__Rothia_sp._HMSC065C12	GO:0003910	DNA ligase (ATP) activity	131	70	0.08	-0.303	0.383	0.00908569106307899	Pre-HIV-	MF	Catalysis of the reaction: ATP + deoxyribonucleotide(n) + deoxyribonucleotide(m) = AMP + diphosphate + deoxyribonucleotide(n+m).
